user_id,event,timestamp,source,device
49,page_view,2024-01-02 00:00:00,paid,desktop
49,signup,2024-01-02 01:44:00,paid,desktop
50,page_view,2024-02-11 00:00:00,social,desktop
51,page_view,2024-01-13 00:00:00,email,tablet
51,signup,2024-01-13 00:07:00,email,tablet
52,page_view,2024-01-16 00:00:00,social,mobile
52,signup,2024-01-16 01:55:00,social,mobile
53,page_view,2024-03-27 00:00:00,paid,desktop
53,signup,2024-03-27 00:51:00,paid,desktop
54,page_view,2024-02-27 00:00:00,paid,desktop
55,page_view,2024-01-15 00:00:00,organic,desktop
55,signup,2024-01-15 01:00:00,organic,desktop
55,first_purchase,2024-01-15 09:00:00,organic,desktop
56,page_view,2024-03-08 00:00:00,organic,mobile
57,page_view,2024-02-24 00:00:00,organic,desktop
57,signup,2024-02-24 00:16:00,organic,desktop
58,page_view,2024-01-17 00:00:00,paid,desktop
58,signup,2024-01-17 00:19:00,paid,desktop
59,page_view,2024-03-02 00:00:00,organic,desktop
60,page_view,2024-02-27 00:00:00,social,desktop
61,page_view,2024-02-17 00:00:00,paid,desktop
61,signup,2024-02-17 01:49:00,paid,desktop
61,first_purchase,2024-02-17 17:49:00,paid,desktop
62,page_view,2024-03-07 00:00:00,social,desktop
62,signup,2024-03-07 00:16:00,social,desktop
62,first_purchase,2024-03-09 09:16:00,social,desktop
63,page_view,2024-03-02 00:00:00,organic,desktop
64,page_view,2024-02-17 00:00:00,paid,desktop
65,page_view,2024-01-23 00:00:00,organic,mobile
65,signup,2024-01-23 01:58:00,organic,mobile
66,page_view,2024-01-19 00:00:00,organic,desktop
66,signup,2024-01-19 00:01:00,organic,desktop
67,page_view,2024-03-20 00:00:00,social,mobile
68,page_view,2024-03-24 00:00:00,organic,mobile
68,signup,2024-03-24 00:50:00,organic,mobile
69,page_view,2024-02-12 00:00:00,organic,mobile
70,page_view,2024-03-14 00:00:00,paid,tablet
70,signup,2024-03-14 00:29:00,paid,tablet
70,first_purchase,2024-03-15 22:29:00,paid,tablet
70,repeat_purchase,2024-04-03 22:29:00,paid,tablet
71,page_view,2024-01-26 00:00:00,organic,mobile
71,signup,2024-01-26 00:34:00,organic,mobile
71,first_purchase,2024-01-26 07:34:00,organic,mobile
71,repeat_purchase,2024-02-13 07:34:00,organic,mobile
72,page_view,2024-01-21 00:00:00,email,mobile
73,page_view,2024-01-24 00:00:00,paid,desktop
74,page_view,2024-03-22 00:00:00,direct,desktop
74,signup,2024-03-22 01:36:00,direct,desktop
74,first_purchase,2024-03-24 15:36:00,direct,desktop
75,page_view,2024-01-23 00:00:00,organic,mobile
76,page_view,2024-03-02 00:00:00,organic,tablet
76,signup,2024-03-02 01:29:00,organic,tablet
76,first_purchase,2024-03-04 12:29:00,organic,tablet
76,repeat_purchase,2024-03-08 12:29:00,organic,tablet
76,repeat_purchase,2024-04-02 12:29:00,organic,tablet
77,page_view,2024-03-18 00:00:00,organic,desktop
77,signup,2024-03-18 00:52:00,organic,desktop
78,page_view,2024-01-12 00:00:00,social,desktop
78,signup,2024-01-12 01:25:00,social,desktop
79,page_view,2024-02-22 00:00:00,social,mobile
79,signup,2024-02-22 00:39:00,social,mobile
80,page_view,2024-03-15 00:00:00,organic,mobile
80,signup,2024-03-15 01:16:00,organic,mobile
81,page_view,2024-01-07 00:00:00,email,tablet
81,signup,2024-01-07 00:40:00,email,tablet
81,first_purchase,2024-01-09 02:40:00,email,tablet
82,page_view,2024-02-07 00:00:00,organic,mobile
83,page_view,2024-01-17 00:00:00,paid,desktop
84,page_view,2024-03-10 00:00:00,direct,mobile
85,page_view,2024-02-08 00:00:00,paid,desktop
85,signup,2024-02-08 01:30:00,paid,desktop
85,first_purchase,2024-02-10 20:30:00,paid,desktop
85,repeat_purchase,2024-02-28 20:30:00,paid,desktop
86,page_view,2024-03-01 00:00:00,organic,desktop
87,page_view,2024-03-02 00:00:00,social,mobile
87,signup,2024-03-02 01:53:00,social,mobile
87,first_purchase,2024-03-03 10:53:00,social,mobile
87,repeat_purchase,2024-03-09 10:53:00,social,mobile
88,page_view,2024-02-16 00:00:00,direct,mobile
89,page_view,2024-02-05 00:00:00,paid,tablet
89,signup,2024-02-05 00:20:00,paid,tablet
89,first_purchase,2024-02-06 23:20:00,paid,tablet
90,page_view,2024-02-23 00:00:00,social,mobile
90,signup,2024-02-23 00:16:00,social,mobile
91,page_view,2024-01-16 00:00:00,email,tablet
92,page_view,2024-01-08 00:00:00,paid,mobile
92,signup,2024-01-08 00:36:00,paid,mobile
93,page_view,2024-02-10 00:00:00,paid,mobile
93,signup,2024-02-10 00:27:00,paid,mobile
94,page_view,2024-03-24 00:00:00,paid,desktop
94,signup,2024-03-24 01:52:00,paid,desktop
94,first_purchase,2024-03-25 23:52:00,paid,desktop
94,repeat_purchase,2024-03-31 23:52:00,paid,desktop
95,page_view,2024-03-06 00:00:00,social,mobile
95,signup,2024-03-06 00:30:00,social,mobile
96,page_view,2024-02-02 00:00:00,organic,desktop
97,page_view,2024-01-11 00:00:00,paid,tablet
97,signup,2024-01-11 01:03:00,paid,tablet
98,page_view,2024-02-02 00:00:00,email,mobile
98,signup,2024-02-02 01:39:00,email,mobile
98,first_purchase,2024-02-02 22:39:00,email,mobile
98,repeat_purchase,2024-02-08 22:39:00,email,mobile
99,page_view,2024-01-03 00:00:00,paid,mobile
99,signup,2024-01-03 01:41:00,paid,mobile
100,page_view,2024-03-25 00:00:00,social,desktop
100,signup,2024-03-25 01:50:00,social,desktop
100,first_purchase,2024-03-26 22:50:00,social,desktop
101,page_view,2024-02-01 00:00:00,organic,mobile
101,signup,2024-02-01 01:35:00,organic,mobile
101,first_purchase,2024-02-02 03:35:00,organic,mobile
102,page_view,2024-02-19 00:00:00,paid,mobile
103,page_view,2024-02-26 00:00:00,paid,mobile
103,signup,2024-02-26 00:47:00,paid,mobile
104,page_view,2024-03-15 00:00:00,social,mobile
104,signup,2024-03-15 00:38:00,social,mobile
105,page_view,2024-03-22 00:00:00,direct,mobile
105,signup,2024-03-22 01:31:00,direct,mobile
105,first_purchase,2024-03-24 05:31:00,direct,mobile
106,page_view,2024-01-30 00:00:00,paid,tablet
106,signup,2024-01-30 00:51:00,paid,tablet
107,page_view,2024-01-17 00:00:00,social,mobile
107,signup,2024-01-17 01:24:00,social,mobile
108,page_view,2024-03-17 00:00:00,direct,mobile
108,signup,2024-03-17 00:43:00,direct,mobile
108,first_purchase,2024-03-17 23:43:00,direct,mobile
108,repeat_purchase,2024-03-28 23:43:00,direct,mobile
108,repeat_purchase,2024-04-06 23:43:00,direct,mobile
109,page_view,2024-02-01 00:00:00,email,mobile
109,signup,2024-02-01 00:51:00,email,mobile
109,first_purchase,2024-02-01 05:51:00,email,mobile
110,page_view,2024-03-10 00:00:00,organic,desktop
110,signup,2024-03-10 01:45:00,organic,desktop
110,first_purchase,2024-03-11 23:45:00,organic,desktop
111,page_view,2024-03-13 00:00:00,paid,mobile
111,signup,2024-03-13 00:47:00,paid,mobile
112,page_view,2024-03-03 00:00:00,organic,tablet
112,signup,2024-03-03 01:21:00,organic,tablet
112,first_purchase,2024-03-03 02:21:00,organic,tablet
112,repeat_purchase,2024-03-06 02:21:00,organic,tablet
112,repeat_purchase,2024-03-27 02:21:00,organic,tablet
112,repeat_purchase,2024-04-24 02:21:00,organic,tablet
112,repeat_purchase,2024-05-14 02:21:00,organic,tablet
113,page_view,2024-03-28 00:00:00,social,desktop
114,page_view,2024-01-07 00:00:00,organic,desktop
114,signup,2024-01-07 00:23:00,organic,desktop
115,page_view,2024-02-07 00:00:00,paid,desktop
115,signup,2024-02-07 00:15:00,paid,desktop
115,first_purchase,2024-02-08 04:15:00,paid,desktop
115,repeat_purchase,2024-02-25 04:15:00,paid,desktop
116,page_view,2024-01-17 00:00:00,organic,desktop
116,signup,2024-01-17 00:25:00,organic,desktop
117,page_view,2024-03-26 00:00:00,social,mobile
117,signup,2024-03-26 00:08:00,social,mobile
118,page_view,2024-01-06 00:00:00,paid,desktop
119,page_view,2024-02-28 00:00:00,social,desktop
120,page_view,2024-01-22 00:00:00,social,desktop
120,signup,2024-01-22 01:10:00,social,desktop
120,first_purchase,2024-01-22 05:10:00,social,desktop
121,page_view,2024-01-24 00:00:00,organic,mobile
122,page_view,2024-02-09 00:00:00,organic,mobile
122,signup,2024-02-09 00:24:00,organic,mobile
122,first_purchase,2024-02-11 18:24:00,organic,mobile
123,page_view,2024-02-20 00:00:00,email,desktop
124,page_view,2024-01-26 00:00:00,social,mobile
124,signup,2024-01-26 00:44:00,social,mobile
124,first_purchase,2024-01-27 02:44:00,social,mobile
125,page_view,2024-01-12 00:00:00,paid,mobile
125,signup,2024-01-12 01:30:00,paid,mobile
126,page_view,2024-03-17 00:00:00,organic,mobile
126,signup,2024-03-17 00:33:00,organic,mobile
127,page_view,2024-01-10 00:00:00,paid,mobile
128,page_view,2024-03-05 00:00:00,organic,mobile
128,signup,2024-03-05 01:13:00,organic,mobile
129,page_view,2024-02-04 00:00:00,paid,mobile
129,signup,2024-02-04 00:49:00,paid,mobile
130,page_view,2024-03-15 00:00:00,social,desktop
131,page_view,2024-02-09 00:00:00,organic,desktop
132,page_view,2024-01-11 00:00:00,organic,mobile
133,page_view,2024-03-25 00:00:00,organic,desktop
133,signup,2024-03-25 01:23:00,organic,desktop
134,page_view,2024-02-11 00:00:00,paid,desktop
134,signup,2024-02-11 00:40:00,paid,desktop
135,page_view,2024-02-07 00:00:00,social,tablet
135,signup,2024-02-07 01:03:00,social,tablet
136,page_view,2024-03-06 00:00:00,organic,tablet
136,signup,2024-03-06 01:44:00,organic,tablet
136,first_purchase,2024-03-07 16:44:00,organic,tablet
136,repeat_purchase,2024-03-13 16:44:00,organic,tablet
137,page_view,2024-01-15 00:00:00,social,mobile
138,page_view,2024-01-27 00:00:00,paid,mobile
139,page_view,2024-01-27 00:00:00,organic,desktop
140,page_view,2024-01-10 00:00:00,organic,mobile
140,signup,2024-01-10 01:14:00,organic,mobile
141,page_view,2024-03-28 00:00:00,email,desktop
141,signup,2024-03-28 00:15:00,email,desktop
142,page_view,2024-03-16 00:00:00,organic,desktop
143,page_view,2024-02-05 00:00:00,organic,mobile
143,signup,2024-02-05 00:43:00,organic,mobile
144,page_view,2024-02-07 00:00:00,email,tablet
144,signup,2024-02-07 00:23:00,email,tablet
145,page_view,2024-01-13 00:00:00,email,desktop
145,signup,2024-01-13 01:22:00,email,desktop
146,page_view,2024-03-16 00:00:00,organic,tablet
146,signup,2024-03-16 01:52:00,organic,tablet
147,page_view,2024-01-31 00:00:00,email,mobile
147,signup,2024-01-31 01:58:00,email,mobile
147,first_purchase,2024-02-01 17:58:00,email,mobile
148,page_view,2024-01-21 00:00:00,email,desktop
148,signup,2024-01-21 00:36:00,email,desktop
148,first_purchase,2024-01-23 09:36:00,email,desktop
149,page_view,2024-01-15 00:00:00,organic,desktop
149,signup,2024-01-15 01:13:00,organic,desktop
150,page_view,2024-01-26 00:00:00,organic,mobile
150,signup,2024-01-26 01:03:00,organic,mobile
151,page_view,2024-01-07 00:00:00,email,tablet
151,signup,2024-01-07 00:34:00,email,tablet
152,page_view,2024-02-20 00:00:00,paid,desktop
152,signup,2024-02-20 00:25:00,paid,desktop
153,page_view,2024-02-18 00:00:00,paid,tablet
154,page_view,2024-03-25 00:00:00,organic,desktop
154,signup,2024-03-25 01:21:00,organic,desktop
155,page_view,2024-03-03 00:00:00,organic,desktop
156,page_view,2024-01-13 00:00:00,paid,mobile
156,signup,2024-01-13 00:51:00,paid,mobile
156,first_purchase,2024-01-15 14:51:00,paid,mobile
156,repeat_purchase,2024-02-01 14:51:00,paid,mobile
156,repeat_purchase,2024-02-23 14:51:00,paid,mobile
156,repeat_purchase,2024-03-08 14:51:00,paid,mobile
157,page_view,2024-02-16 00:00:00,paid,desktop
157,signup,2024-02-16 01:58:00,paid,desktop
158,page_view,2024-03-03 00:00:00,paid,mobile
158,signup,2024-03-03 00:08:00,paid,mobile
159,page_view,2024-03-14 00:00:00,email,desktop
160,page_view,2024-02-24 00:00:00,paid,mobile
160,signup,2024-02-24 00:50:00,paid,mobile
161,page_view,2024-03-07 00:00:00,paid,mobile
161,signup,2024-03-07 00:59:00,paid,mobile
162,page_view,2024-03-07 00:00:00,paid,desktop
163,page_view,2024-02-04 00:00:00,paid,mobile
163,signup,2024-02-04 01:18:00,paid,mobile
164,page_view,2024-02-06 00:00:00,email,tablet
164,signup,2024-02-06 00:14:00,email,tablet
164,first_purchase,2024-02-08 00:14:00,email,tablet
164,repeat_purchase,2024-02-18 00:14:00,email,tablet
164,repeat_purchase,2024-03-16 00:14:00,email,tablet
164,repeat_purchase,2024-04-10 00:14:00,email,tablet
164,repeat_purchase,2024-05-02 00:14:00,email,tablet
165,page_view,2024-02-29 00:00:00,organic,mobile
166,page_view,2024-01-11 00:00:00,email,mobile
166,signup,2024-01-11 00:02:00,email,mobile
167,page_view,2024-02-06 00:00:00,organic,mobile
167,signup,2024-02-06 01:34:00,organic,mobile
168,page_view,2024-03-26 00:00:00,email,desktop
168,signup,2024-03-26 01:21:00,email,desktop
169,page_view,2024-03-21 00:00:00,paid,tablet
169,signup,2024-03-21 01:21:00,paid,tablet
169,first_purchase,2024-03-22 17:21:00,paid,tablet
170,page_view,2024-01-22 00:00:00,paid,desktop
171,page_view,2024-03-27 00:00:00,direct,mobile
172,page_view,2024-02-11 00:00:00,email,mobile
172,signup,2024-02-11 00:38:00,email,mobile
172,first_purchase,2024-02-12 13:38:00,email,mobile
173,page_view,2024-03-26 00:00:00,email,desktop
173,signup,2024-03-26 00:57:00,email,desktop
173,first_purchase,2024-03-27 16:57:00,email,desktop
173,repeat_purchase,2024-04-09 16:57:00,email,desktop
174,page_view,2024-01-26 00:00:00,organic,tablet
174,signup,2024-01-26 01:02:00,organic,tablet
175,page_view,2024-03-05 00:00:00,organic,desktop
175,signup,2024-03-05 00:36:00,organic,desktop
176,page_view,2024-01-11 00:00:00,organic,mobile
176,signup,2024-01-11 01:53:00,organic,mobile
177,page_view,2024-02-24 00:00:00,social,tablet
178,page_view,2024-02-02 00:00:00,email,mobile
178,signup,2024-02-02 01:51:00,email,mobile
178,first_purchase,2024-02-04 15:51:00,email,mobile
179,page_view,2024-03-06 00:00:00,organic,mobile
179,signup,2024-03-06 01:13:00,organic,mobile
180,page_view,2024-02-11 00:00:00,paid,mobile
180,signup,2024-02-11 00:35:00,paid,mobile
181,page_view,2024-01-12 00:00:00,social,mobile
181,signup,2024-01-12 00:44:00,social,mobile
182,page_view,2024-02-26 00:00:00,direct,mobile
182,signup,2024-02-26 00:47:00,direct,mobile
182,first_purchase,2024-02-26 08:47:00,direct,mobile
183,page_view,2024-03-20 00:00:00,social,mobile
184,page_view,2024-01-15 00:00:00,organic,mobile
184,signup,2024-01-15 01:45:00,organic,mobile
185,page_view,2024-03-11 00:00:00,organic,mobile
186,page_view,2024-01-07 00:00:00,paid,mobile
186,signup,2024-01-07 01:57:00,paid,mobile
187,page_view,2024-02-28 00:00:00,organic,desktop
188,page_view,2024-02-08 00:00:00,paid,tablet
188,signup,2024-02-08 00:59:00,paid,tablet
189,page_view,2024-02-29 00:00:00,organic,mobile
189,signup,2024-02-29 00:03:00,organic,mobile
190,page_view,2024-02-08 00:00:00,organic,mobile
190,signup,2024-02-08 01:53:00,organic,mobile
191,page_view,2024-02-02 00:00:00,social,mobile
192,page_view,2024-02-24 00:00:00,social,desktop
192,signup,2024-02-24 00:34:00,social,desktop
192,first_purchase,2024-02-24 13:34:00,social,desktop
193,page_view,2024-02-08 00:00:00,email,mobile
193,signup,2024-02-08 00:29:00,email,mobile
194,page_view,2024-02-26 00:00:00,paid,mobile
194,signup,2024-02-26 01:48:00,paid,mobile
195,page_view,2024-03-24 00:00:00,social,desktop
196,page_view,2024-01-14 00:00:00,organic,desktop
196,signup,2024-01-14 01:54:00,organic,desktop
196,first_purchase,2024-01-16 15:54:00,organic,desktop
197,page_view,2024-03-19 00:00:00,organic,tablet
197,signup,2024-03-19 00:49:00,organic,tablet
198,page_view,2024-02-06 00:00:00,organic,tablet
199,page_view,2024-02-25 00:00:00,organic,desktop
200,page_view,2024-01-25 00:00:00,social,tablet
201,page_view,2024-03-03 00:00:00,organic,desktop
201,signup,2024-03-03 01:55:00,organic,desktop
202,page_view,2024-03-30 00:00:00,organic,desktop
202,signup,2024-03-30 00:03:00,organic,desktop
203,page_view,2024-03-27 00:00:00,email,mobile
204,page_view,2024-03-01 00:00:00,email,tablet
204,signup,2024-03-01 00:35:00,email,tablet
205,page_view,2024-02-01 00:00:00,social,desktop
205,signup,2024-02-01 00:13:00,social,desktop
205,first_purchase,2024-02-03 20:13:00,social,desktop
206,page_view,2024-03-07 00:00:00,organic,tablet
206,signup,2024-03-07 00:29:00,organic,tablet
207,page_view,2024-01-09 00:00:00,direct,tablet
207,signup,2024-01-09 00:25:00,direct,tablet
208,page_view,2024-03-19 00:00:00,organic,desktop
208,signup,2024-03-19 00:05:00,organic,desktop
208,first_purchase,2024-03-19 18:05:00,organic,desktop
208,repeat_purchase,2024-04-04 18:05:00,organic,desktop
209,page_view,2024-02-09 00:00:00,organic,tablet
210,page_view,2024-03-07 00:00:00,paid,tablet
210,signup,2024-03-07 01:38:00,paid,tablet
211,page_view,2024-03-28 00:00:00,email,mobile
211,signup,2024-03-28 00:40:00,email,mobile
211,first_purchase,2024-03-30 11:40:00,email,mobile
212,page_view,2024-03-29 00:00:00,social,mobile
213,page_view,2024-02-29 00:00:00,organic,mobile
213,signup,2024-02-29 01:47:00,organic,mobile
214,page_view,2024-02-11 00:00:00,paid,tablet
214,signup,2024-02-11 01:47:00,paid,tablet
214,first_purchase,2024-02-12 16:47:00,paid,tablet
214,repeat_purchase,2024-02-16 16:47:00,paid,tablet
215,page_view,2024-03-06 00:00:00,social,desktop
215,signup,2024-03-06 00:46:00,social,desktop
215,first_purchase,2024-03-06 17:46:00,social,desktop
215,repeat_purchase,2024-03-08 17:46:00,social,desktop
216,page_view,2024-03-10 00:00:00,paid,mobile
216,signup,2024-03-10 01:11:00,paid,mobile
217,page_view,2024-02-29 00:00:00,direct,desktop
217,signup,2024-02-29 00:37:00,direct,desktop
217,first_purchase,2024-03-02 20:37:00,direct,desktop
217,repeat_purchase,2024-03-06 20:37:00,direct,desktop
217,repeat_purchase,2024-03-29 20:37:00,direct,desktop
217,repeat_purchase,2024-04-16 20:37:00,direct,desktop
217,repeat_purchase,2024-05-14 20:37:00,direct,desktop
218,page_view,2024-01-22 00:00:00,social,mobile
219,page_view,2024-03-04 00:00:00,organic,tablet
219,signup,2024-03-04 01:16:00,organic,tablet
220,page_view,2024-01-07 00:00:00,organic,mobile
220,signup,2024-01-07 00:33:00,organic,mobile
221,page_view,2024-02-27 00:00:00,paid,mobile
221,signup,2024-02-27 01:38:00,paid,mobile
221,first_purchase,2024-02-28 06:38:00,paid,mobile
222,page_view,2024-01-15 00:00:00,organic,tablet
223,page_view,2024-01-02 00:00:00,social,desktop
224,page_view,2024-03-07 00:00:00,organic,desktop
225,page_view,2024-01-21 00:00:00,organic,desktop
226,page_view,2024-01-19 00:00:00,email,tablet
226,signup,2024-01-19 00:03:00,email,tablet
226,first_purchase,2024-01-21 10:03:00,email,tablet
227,page_view,2024-03-04 00:00:00,organic,desktop
228,page_view,2024-03-20 00:00:00,social,mobile
228,signup,2024-03-20 01:00:00,social,mobile
228,first_purchase,2024-03-20 18:00:00,social,mobile
228,repeat_purchase,2024-03-28 18:00:00,social,mobile
229,page_view,2024-01-03 00:00:00,email,mobile
229,signup,2024-01-03 00:44:00,email,mobile
229,first_purchase,2024-01-05 12:44:00,email,mobile
230,page_view,2024-03-18 00:00:00,organic,mobile
230,signup,2024-03-18 01:48:00,organic,mobile
230,first_purchase,2024-03-18 10:48:00,organic,mobile
230,repeat_purchase,2024-03-20 10:48:00,organic,mobile
231,page_view,2024-03-12 00:00:00,organic,mobile
231,signup,2024-03-12 01:34:00,organic,mobile
232,page_view,2024-02-01 00:00:00,paid,mobile
232,signup,2024-02-01 01:29:00,paid,mobile
233,page_view,2024-03-26 00:00:00,social,desktop
234,page_view,2024-02-15 00:00:00,organic,desktop
234,signup,2024-02-15 01:20:00,organic,desktop
235,page_view,2024-02-09 00:00:00,organic,desktop
235,signup,2024-02-09 01:37:00,organic,desktop
236,page_view,2024-02-02 00:00:00,organic,desktop
237,page_view,2024-02-07 00:00:00,paid,desktop
237,signup,2024-02-07 00:46:00,paid,desktop
238,page_view,2024-02-13 00:00:00,email,desktop
238,signup,2024-02-13 01:15:00,email,desktop
238,first_purchase,2024-02-13 07:15:00,email,desktop
239,page_view,2024-02-10 00:00:00,social,mobile
240,page_view,2024-03-02 00:00:00,email,mobile
240,signup,2024-03-02 01:51:00,email,mobile
241,page_view,2024-01-04 00:00:00,organic,tablet
241,signup,2024-01-04 00:22:00,organic,tablet
242,page_view,2024-01-14 00:00:00,social,mobile
242,signup,2024-01-14 01:58:00,social,mobile
243,page_view,2024-01-19 00:00:00,social,mobile
244,page_view,2024-02-22 00:00:00,organic,desktop
244,signup,2024-02-22 00:51:00,organic,desktop
244,first_purchase,2024-02-24 22:51:00,organic,desktop
245,page_view,2024-02-28 00:00:00,organic,tablet
245,signup,2024-02-28 01:14:00,organic,tablet
246,page_view,2024-03-19 00:00:00,organic,desktop
246,signup,2024-03-19 01:16:00,organic,desktop
246,first_purchase,2024-03-20 08:16:00,organic,desktop
247,page_view,2024-01-20 00:00:00,email,mobile
247,signup,2024-01-20 00:50:00,email,mobile
248,page_view,2024-03-06 00:00:00,paid,desktop
248,signup,2024-03-06 00:36:00,paid,desktop
249,page_view,2024-01-12 00:00:00,organic,mobile
249,signup,2024-01-12 00:18:00,organic,mobile
250,page_view,2024-01-08 00:00:00,social,desktop
250,signup,2024-01-08 01:34:00,social,desktop
250,first_purchase,2024-01-09 21:34:00,social,desktop
251,page_view,2024-02-07 00:00:00,paid,desktop
251,signup,2024-02-07 01:02:00,paid,desktop
251,first_purchase,2024-02-07 15:02:00,paid,desktop
252,page_view,2024-03-10 00:00:00,paid,mobile
252,signup,2024-03-10 01:29:00,paid,mobile
253,page_view,2024-03-05 00:00:00,organic,mobile
254,page_view,2024-02-16 00:00:00,organic,tablet
254,signup,2024-02-16 00:10:00,organic,tablet
254,first_purchase,2024-02-16 14:10:00,organic,tablet
255,page_view,2024-01-01 00:00:00,paid,mobile
255,signup,2024-01-01 00:08:00,paid,mobile
256,page_view,2024-03-24 00:00:00,social,desktop
256,signup,2024-03-24 01:47:00,social,desktop
257,page_view,2024-02-13 00:00:00,social,mobile
